date,hour,casual,member,total
2024-12-30,23,0,1,1
2024-12-31,0,1,0,1
2024-12-31,10,0,1,1
2024-12-31,11,0,1,1
2024-12-31,12,2,0,2
2024-12-31,13,6,1,7
2024-12-31,14,5,2,7
2024-12-31,15,3,1,4
2024-12-31,17,0,1,1
2024-12-31,18,3,0,3
2024-12-31,19,4,1,5
2024-12-31,20,1,1,2
2024-12-31,21,0,1,1
2024-12-31,22,2,0,2
2024-12-31,23,65,104,169
2025-01-01,0,466,1143,1609
2025-01-01,1,878,1825,2703
2025-01-01,2,772,1513,2285
2025-01-01,3,384,963,1347
2025-01-01,4,197,564,761
2025-01-01,5,128,299,427
2025-01-01,6,106,477,583
2025-01-01,7,122,626,748
2025-01-01,8,145,832,977
2025-01-01,9,258,1294,1552
2025-01-01,10,490,1837,2327
2025-01-01,11,688,2494,3182
2025-01-01,12,848,2820,3668
2025-01-01,13,891,3072,3963
2025-01-01,14,857,2904,3761
2025-01-01,15,756,2983,3739
2025-01-01,16,642,2987,3629
2025-01-01,17,582,2770,3352
2025-01-01,18,421,2488,2909
2025-01-01,19,351,1959,2310
2025-01-01,20,287,1588,1875
2025-01-01,21,235,1276,1511
2025-01-01,22,217,1082,1299
2025-01-01,23,194,731,925
2025-01-02,0,130,457,587
2025-01-02,1,63,263,326
2025-01-02,2,38,158,196
2025-01-02,3,44,129,173
2025-01-02,4,33,194,227
2025-01-02,5,71,626,697
2025-01-02,6,147,1780,1927
2025-01-02,7,305,3488,3793
2025-01-02,8,346,5097,5443
2025-01-02,9,387,3507,3894
2025-01-02,10,463,2762,3225
2025-01-02,11,556,2945,3501
2025-01-02,12,602,3288,3890
2025-01-02,13,626,3549,4175
2025-01-02,14,723,4110,4833
2025-01-02,15,737,4647,5384
2025-01-02,16,681,5114,5795
2025-01-02,17,611,6020,6631
2025-01-02,18,510,5013,5523
2025-01-02,19,401,3532,3933
2025-01-02,20,298,2456,2754
2025-01-02,21,273,1817,2090
2025-01-02,22,253,1389,1642
2025-01-02,23,156,984,1140
2025-01-03,0,128,581,709
2025-01-03,1,103,301,404
2025-01-03,2,43,220,263
2025-01-03,3,37,130,167
2025-01-03,4,28,209,237
2025-01-03,5,72,659,731
2025-01-03,6,139,1682,1821
2025-01-03,7,290,3379,3669
2025-01-03,8,343,4755,5098
2025-01-03,9,352,3589,3941
2025-01-03,10,411,3017,3428
2025-01-03,11,507,3241,3748
2025-01-03,12,651,3664,4315
2025-01-03,13,704,4122,4826
2025-01-03,14,810,4586,5396
2025-01-03,15,749,4852,5601
2025-01-03,16,733,5437,6170
2025-01-03,17,664,5752,6416
2025-01-03,18,549,4834,5383
2025-01-03,19,516,3767,4283
2025-01-03,20,384,2581,2965
2025-01-03,21,300,1996,2296
2025-01-03,22,279,1653,1932
2025-01-03,23,236,1326,1562
2025-01-04,0,201,935,1136
2025-01-04,1,122,529,651
2025-01-04,2,85,394,479
2025-01-04,3,54,230,284
2025-01-04,4,45,177,222
2025-01-04,5,53,225,278
2025-01-04,6,86,469,555
2025-01-04,7,113,944,1057
2025-01-04,8,216,1717,1933
2025-01-04,9,345,2635,2980
2025-01-04,10,431,3173,3604
2025-01-04,11,513,3504,4017
2025-01-04,12,622,3800,4422
2025-01-04,13,580,3816,4396
2025-01-04,14,601,3851,4452
2025-01-04,15,590,3844,4434
2025-01-04,16,538,3593,4131
2025-01-04,17,414,3131,3545
2025-01-04,18,369,2902,3271
2025-01-04,19,311,2507,2818
2025-01-04,20,265,1865,2130
2025-01-04,21,241,1480,1721
2025-01-04,22,228,1263,1491
2025-01-04,23,197,1185,1382
2025-01-05,0,144,860,1004
2025-01-05,1,122,550,672
2025-01-05,2,76,351,427
2025-01-05,3,67,234,301
2025-01-05,4,33,177,210
2025-01-05,5,36,194,230
2025-01-05,6,80,389,469
2025-01-05,7,100,735,835
2025-01-05,8,162,1369,1531
2025-01-05,9,259,2055,2314
2025-01-05,10,383,2942,3325
2025-01-05,11,486,3505,3991
2025-01-05,12,522,3878,4400
2025-01-05,13,532,3822,4354
2025-01-05,14,503,3828,4331
2025-01-05,15,566,3912,4478
2025-01-05,16,464,3815,4279
2025-01-05,17,388,3332,3720
2025-01-05,18,322,3012,3334
2025-01-05,19,268,2261,2529
2025-01-05,20,210,1718,1928
2025-01-05,21,181,1286,1467
2025-01-05,22,156,983,1139
2025-01-05,23,136,773,909
2025-01-06,0,82,405,487
2025-01-06,1,45,230,275
2025-01-06,2,30,134,164
2025-01-06,3,23,150,173
2025-01-06,4,28,204,232
2025-01-06,5,72,849,921
2025-01-06,6,154,2388,2542
2025-01-06,7,304,4981,5285
2025-01-06,8,423,7057,7480
2025-01-06,9,312,4284,4596
2025-01-06,10,179,2142,2321
2025-01-06,11,149,1608,1757
2025-01-06,12,120,1325,1445
2025-01-06,13,111,1249,1360
2025-01-06,14,182,1982,2164
2025-01-06,15,231,2802,3033
2025-01-06,16,290,3725,4015
2025-01-06,17,340,5295,5635
2025-01-06,18,250,4825,5075
2025-01-06,19,219,3257,3476
2025-01-06,20,158,2272,2430
2025-01-06,21,147,1551,1698
2025-01-06,22,125,1063,1188
2025-01-06,23,74,689,763
2025-01-07,0,56,338,394
2025-01-07,1,22,172,194
2025-01-07,2,16,107,123
2025-01-07,3,16,96,112
2025-01-07,4,19,175,194
2025-01-07,5,62,759,821
2025-01-07,6,140,2162,2302
2025-01-07,7,231,4529,4760
2025-01-07,8,304,6467,6771
2025-01-07,9,234,3966,4200
2025-01-07,10,176,2259,2435
2025-01-07,11,173,2026,2199
2025-01-07,12,191,2320,2511
2025-01-07,13,214,2571,2785
2025-01-07,14,321,3093,3414
2025-01-07,15,346,3598,3944
2025-01-07,16,405,4616,5021
2025-01-07,17,386,6288,6674
2025-01-07,18,332,5422,5754
2025-01-07,19,227,3657,3884
2025-01-07,20,188,2439,2627
2025-01-07,21,163,1746,1909
2025-01-07,22,120,1247,1367
2025-01-07,23,84,735,819
2025-01-08,0,60,438,498
2025-01-08,1,47,198,245
2025-01-08,2,15,114,129
2025-01-08,3,9,75,84
2025-01-08,4,23,156,179
2025-01-08,5,42,781,823
2025-01-08,6,107,2091,2198
2025-01-08,7,257,4542,4799
2025-01-08,8,343,6597,6940
2025-01-08,9,278,4291,4569
2025-01-08,10,181,2575,2756
2025-01-08,11,211,2211,2422
2025-01-08,12,223,2501,2724
2025-01-08,13,280,2653,2933
2025-01-08,14,301,3194,3495
2025-01-08,15,328,3687,4015
2025-01-08,16,329,4547,4876
2025-01-08,17,374,6253,6627
2025-01-08,18,330,5372,5702
2025-01-08,19,273,3678,3951
2025-01-08,20,156,2483,2639
2025-01-08,21,130,1666,1796
2025-01-08,22,105,1267,1372
2025-01-08,23,83,733,816
2025-01-09,0,57,403,460
2025-01-09,1,37,211,248
2025-01-09,2,20,135,155
2025-01-09,3,19,90,109
2025-01-09,4,14,174,188
2025-01-09,5,46,687,733
2025-01-09,6,107,1807,1914
2025-01-09,7,235,4018,4253
2025-01-09,8,318,6305,6623
2025-01-09,9,234,4416,4650
2025-01-09,10,196,2608,2804
2025-01-09,11,208,2452,2660
2025-01-09,12,242,2611,2853
2025-01-09,13,251,2729,2980
2025-01-09,14,324,3279,3603
2025-01-09,15,391,3968,4359
2025-01-09,16,397,4548,4945
2025-01-09,17,424,6056,6480
2025-01-09,18,330,5489,5819
2025-01-09,19,312,3874,4186
2025-01-09,20,174,2526,2700
2025-01-09,21,169,1829,1998
2025-01-09,22,144,1380,1524
2025-01-09,23,132,993,1125
2025-01-10,0,88,513,601
2025-01-10,1,58,261,319
2025-01-10,2,31,195,226
2025-01-10,3,19,118,137
2025-01-10,4,21,188,209
2025-01-10,5,56,698,754
2025-01-10,6,124,1893,2017
2025-01-10,7,259,4100,4359
2025-01-10,8,352,5753,6105
2025-01-10,9,302,4187,4489
2025-01-10,10,269,3004,3273
2025-01-10,11,300,3122,3422
2025-01-10,12,372,3445,3817
2025-01-10,13,492,3850,4342
2025-01-10,14,593,4656,5249
2025-01-10,15,657,5290,5947
2025-01-10,16,676,5974,6650
2025-01-10,17,656,6929,7585
2025-01-10,18,608,5896,6504
2025-01-10,19,543,4460,5003
2025-01-10,20,461,3011,3472
2025-01-10,21,321,2260,2581
2025-01-10,22,288,1934,2222
2025-01-10,23,321,1792,2113
2025-01-11,0,266,1271,1537
2025-01-11,1,169,836,1005
2025-01-11,2,126,470,596
2025-01-11,3,58,337,395
2025-01-11,4,40,186,226
2025-01-11,5,30,164,194
2025-01-11,6,81,499,580
2025-01-11,7,98,931,1029
2025-01-11,8,182,1606,1788
2025-01-11,9,250,2694,2944
2025-01-11,10,399,3377,3776
2025-01-11,11,541,4040,4581
2025-01-11,12,650,4483,5133
2025-01-11,13,671,4628,5299
2025-01-11,14,723,4543,5266
2025-01-11,15,727,4738,5465
2025-01-11,16,696,4470,5166
2025-01-11,17,515,3935,4450
2025-01-11,18,406,3561,3967
2025-01-11,19,400,3000,3400
2025-01-11,20,284,2203,2487
2025-01-11,21,250,1765,2015
2025-01-11,22,216,1529,1745
2025-01-11,23,240,1476,1716
2025-01-12,0,198,1145,1343
2025-01-12,1,137,691,828
2025-01-12,2,94,430,524
2025-01-12,3,56,343,399
2025-01-12,4,42,210,252
2025-01-12,5,39,232,271
2025-01-12,6,82,417,499
2025-01-12,7,96,832,928
2025-01-12,8,211,1619,1830
2025-01-12,9,345,2667,3012
2025-01-12,10,511,3778,4289
2025-01-12,11,679,4543,5222
2025-01-12,12,785,5010,5795
2025-01-12,13,958,5530,6488
2025-01-12,14,927,5377,6304
2025-01-12,15,827,5158,5985
2025-01-12,16,811,5093,5904
2025-01-12,17,580,4320,4900
2025-01-12,18,505,3796,4301
2025-01-12,19,347,3033,3380
2025-01-12,20,305,2184,2489
2025-01-12,21,261,1639,1900
2025-01-12,22,191,1285,1476
2025-01-12,23,175,923,1098
2025-01-13,0,88,536,624
2025-01-13,1,50,241,291
2025-01-13,2,45,141,186
2025-01-13,3,23,128,151
2025-01-13,4,23,206,229
2025-01-13,5,59,890,949
2025-01-13,6,168,2518,2686
2025-01-13,7,312,5434,5746
2025-01-13,8,463,7627,8090
2025-01-13,9,365,5000,5365
2025-01-13,10,300,2979,3279
2025-01-13,11,341,2873,3214
2025-01-13,12,351,3199,3550
2025-01-13,13,359,3420,3779
2025-01-13,14,435,3979,4414
2025-01-13,15,551,4910,5461
2025-01-13,16,609,6051,6660
2025-01-13,17,633,8131,8764
2025-01-13,18,599,7411,8010
2025-01-13,19,479,5099,5578
2025-01-13,20,349,3623,3972
2025-01-13,21,272,2373,2645
2025-01-13,22,213,1642,1855
2025-01-13,23,161,1016,1177
2025-01-14,0,93,470,563
2025-01-14,1,50,212,262
2025-01-14,2,27,148,175
2025-01-14,3,27,129,156
2025-01-14,4,32,228,260
2025-01-14,5,96,888,984
2025-01-14,6,148,2529,2677
2025-01-14,7,314,5435,5749
2025-01-14,8,493,7996,8489
2025-01-14,9,344,5169,5513
2025-01-14,10,280,3081,3361
2025-01-14,11,293,2641,2934
2025-01-14,12,289,3092,3381
2025-01-14,13,316,3089,3405
2025-01-14,14,414,3796,4210
2025-01-14,15,449,4587,5036
2025-01-14,16,485,5442,5927
2025-01-14,17,544,7615,8159
2025-01-14,18,460,6971,7431
2025-01-14,19,361,4714,5075
2025-01-14,20,230,3277,3507
2025-01-14,21,187,2217,2404
2025-01-14,22,138,1616,1754
2025-01-14,23,95,891,986
2025-01-15,0,63,458,521
2025-01-15,1,43,221,264
2025-01-15,2,24,123,147
2025-01-15,3,11,94,105
2025-01-15,4,19,203,222
2025-01-15,5,80,804,884
2025-01-15,6,169,2387,2556
2025-01-15,7,308,5034,5342
2025-01-15,8,417,7685,8102
2025-01-15,9,342,5030,5372
2025-01-15,10,244,3127,3371
2025-01-15,11,242,2665,2907
2025-01-15,12,289,3023,3312
2025-01-15,13,301,3152,3453
2025-01-15,14,324,3821,4145
2025-01-15,15,419,4515,4934
2025-01-15,16,433,5451,5884
2025-01-15,17,506,7385,7891
2025-01-15,18,462,6515,6977
2025-01-15,19,365,4706,5071
2025-01-15,20,243,3196,3439
2025-01-15,21,204,2297,2501
2025-01-15,22,159,1642,1801
2025-01-15,23,103,960,1063
2025-01-16,0,83,505,588
2025-01-16,1,46,236,282
2025-01-16,2,25,166,191
2025-01-16,3,18,99,117
2025-01-16,4,29,194,223
2025-01-16,5,63,791,854
2025-01-16,6,129,2312,2441
2025-01-16,7,290,4916,5206
2025-01-16,8,385,7604,7989
2025-01-16,9,328,4952,5280
2025-01-16,10,247,3108,3355
2025-01-16,11,281,2850,3131
2025-01-16,12,282,3004,3286
2025-01-16,13,308,3205,3513
2025-01-16,14,388,3723,4111
2025-01-16,15,451,4288,4739
2025-01-16,16,454,5330,5784
2025-01-16,17,580,7409,7989
2025-01-16,18,577,6875,7452
2025-01-16,19,418,4633,5051
2025-01-16,20,265,3026,3291
2025-01-16,21,191,2203,2394
2025-01-16,22,167,1720,1887
2025-01-16,23,121,1124,1245
2025-01-17,0,99,618,717
2025-01-17,1,47,333,380
2025-01-17,2,30,201,231
2025-01-17,3,30,136,166
2025-01-17,4,34,202,236
2025-01-17,5,61,680,741
2025-01-17,6,147,1913,2060
2025-01-17,7,290,4217,4507
2025-01-17,8,456,6059,6515
2025-01-17,9,387,4651,5038
2025-01-17,10,314,3338,3652
2025-01-17,11,410,3311,3721
2025-01-17,12,442,3926,4368
2025-01-17,13,591,4292,4883
2025-01-17,14,704,5060,5764
2025-01-17,15,800,5634,6434
2025-01-17,16,723,6495,7218
2025-01-17,17,703,7081,7784
2025-01-17,18,702,6226,6928
2025-01-17,19,604,4652,5256
2025-01-17,20,420,3113,3533
2025-01-17,21,350,2337,2687
2025-01-17,22,328,1944,2272
2025-01-17,23,273,1588,1861
2025-01-18,0,238,1288,1526
2025-01-18,1,157,805,962
2025-01-18,2,131,513,644
2025-01-18,3,85,290,375
2025-01-18,4,49,223,272
2025-01-18,5,39,258,297
2025-01-18,6,88,577,665
2025-01-18,7,164,1144,1308
2025-01-18,8,281,2149,2430
2025-01-18,9,482,3382,3864
2025-01-18,10,593,4216,4809
2025-01-18,11,771,4773,5544
2025-01-18,12,857,4950,5807
2025-01-18,13,685,4228,4913
2025-01-18,14,363,2788,3151
2025-01-18,15,354,2449,2803
2025-01-18,16,394,2592,2986
2025-01-18,17,426,2951,3377
2025-01-18,18,424,3174,3598
2025-01-18,19,494,2903,3397
2025-01-18,20,416,2397,2813
2025-01-18,21,350,1828,2178
2025-01-18,22,324,1750,2074
2025-01-18,23,341,1701,2042
2025-01-19,0,296,1292,1588
2025-01-19,1,256,888,1144
2025-01-19,2,184,594,778
2025-01-19,3,90,400,490
2025-01-19,4,70,266,336
2025-01-19,5,51,223,274
2025-01-19,6,93,437,530
2025-01-19,7,151,868,1019
2025-01-19,8,208,1717,1925
2025-01-19,9,386,2517,2903
2025-01-19,10,544,3704,4248
2025-01-19,11,711,4368,5079
2025-01-19,12,747,4627,5374
2025-01-19,13,549,3894,4443
2025-01-19,14,310,2668,2978
2025-01-19,15,291,2421,2712
2025-01-19,16,256,2205,2461
2025-01-19,17,139,1253,1392
2025-01-19,18,91,1172,1263
2025-01-19,19,55,667,722
2025-01-19,20,25,486,511
2025-01-19,21,58,470,528
2025-01-19,22,66,514,580
2025-01-19,23,41,408,449
2025-01-20,0,35,271,306
2025-01-20,1,15,142,157
2025-01-20,2,14,103,117
2025-01-20,3,13,71,84
2025-01-20,4,12,84,96
2025-01-20,5,25,228,253
2025-01-20,6,45,427,472
2025-01-20,7,61,708,769
2025-01-20,8,62,1040,1102
2025-01-20,9,107,1373,1480
2025-01-20,10,122,1492,1614
2025-01-20,11,143,1789,1932
2025-01-20,12,158,1934,2092
2025-01-20,13,204,2210,2414
2025-01-20,14,232,2469,2701
2025-01-20,15,225,2526,2751
2025-01-20,16,198,2644,2842
2025-01-20,17,178,2700,2878
2025-01-20,18,161,2538,2699
2025-01-20,19,117,2046,2163
2025-01-20,20,107,1396,1503
2025-01-20,21,84,993,1077
2025-01-20,22,76,747,823
2025-01-20,23,59,607,666
2025-01-21,0,28,271,299
2025-01-21,1,19,142,161
2025-01-21,2,9,70,79
2025-01-21,3,12,66,78
2025-01-21,4,18,132,150
2025-01-21,5,39,583,622
2025-01-21,6,96,1544,1640
2025-01-21,7,151,3050,3201
2025-01-21,8,237,4654,4891
2025-01-21,9,173,3157,3330
2025-01-21,10,141,1948,2089
2025-01-21,11,123,1748,1871
2025-01-21,12,151,1932,2083
2025-01-21,13,139,2143,2282
2025-01-21,14,187,2395,2582
2025-01-21,15,173,2767,2940
2025-01-21,16,194,3421,3615
2025-01-21,17,234,4725,4959
2025-01-21,18,204,4372,4576
2025-01-21,19,173,2956,3129
2025-01-21,20,109,1909,2018
2025-01-21,21,84,1456,1540
2025-01-21,22,72,1032,1104
2025-01-21,23,61,634,695
2025-01-22,0,26,309,335
2025-01-22,1,21,126,147
2025-01-22,2,7,70,77
2025-01-22,3,8,64,72
2025-01-22,4,11,124,135
2025-01-22,5,48,639,687
2025-01-22,6,87,1673,1760
2025-01-22,7,163,3164,3327
2025-01-22,8,241,5083,5324
2025-01-22,9,162,3515,3677
2025-01-22,10,128,2092,2220
2025-01-22,11,144,2037,2181
2025-01-22,12,157,2188,2345
2025-01-22,13,160,2413,2573
2025-01-22,14,210,2673,2883
2025-01-22,15,250,3042,3292
2025-01-22,16,245,3810,4055
2025-01-22,17,286,5226,5512
2025-01-22,18,258,4717,4975
2025-01-22,19,207,3392,3599
2025-01-22,20,135,2296,2431
2025-01-22,21,120,1706,1826
2025-01-22,22,96,1150,1246
2025-01-22,23,73,795,868
2025-01-23,0,44,351,395
2025-01-23,1,23,175,198
2025-01-23,2,12,106,118
2025-01-23,3,9,87,96
2025-01-23,4,17,141,158
2025-01-23,5,54,648,702
2025-01-23,6,92,1831,1923
2025-01-23,7,194,3691,3885
2025-01-23,8,297,5782,6079
2025-01-23,9,240,4084,4324
2025-01-23,10,159,2532,2691
2025-01-23,11,212,2413,2625
2025-01-23,12,216,2568,2784
2025-01-23,13,225,2743,2968
2025-01-23,14,291,3179,3470
2025-01-23,15,345,3557,3902
2025-01-23,16,332,4392,4724
2025-01-23,17,427,6014,6441
2025-01-23,18,346,5631,5977
2025-01-23,19,276,3969,4245
2025-01-23,20,208,2688,2896
2025-01-23,21,146,1943,2089
2025-01-23,22,133,1486,1619
2025-01-23,23,89,979,1068
2025-01-24,0,87,520,607
2025-01-24,1,37,246,283
2025-01-24,2,28,159,187
2025-01-24,3,25,141,166
2025-01-24,4,16,189,205
2025-01-24,5,39,635,674
2025-01-24,6,94,1703,1797
2025-01-24,7,221,3494,3715
2025-01-24,8,311,5027,5338
2025-01-24,9,262,3872,4134
2025-01-24,10,242,2764,3006
2025-01-24,11,304,2900,3204
2025-01-24,12,346,3368,3714
2025-01-24,13,390,3707,4097
2025-01-24,14,385,3904,4289
2025-01-24,15,540,4416,4956
2025-01-24,16,511,5234,5745
2025-01-24,17,532,6136,6668
2025-01-24,18,465,5399,5864
2025-01-24,19,367,4018,4385
2025-01-24,20,299,2811,3110
2025-01-24,21,248,1981,2229
2025-01-24,22,188,1601,1789
2025-01-24,23,200,1381,1581
2025-01-25,0,170,1059,1229
2025-01-25,1,147,659,806
2025-01-25,2,91,454,545
2025-01-25,3,57,270,327
2025-01-25,4,42,224,266
2025-01-25,5,39,245,284
2025-01-25,6,71,487,558
2025-01-25,7,98,968,1066
2025-01-25,8,191,1883,2074
2025-01-25,9,307,2764,3071
2025-01-25,10,435,3392,3827
2025-01-25,11,533,3915,4448
2025-01-25,12,558,4189,4747
2025-01-25,13,550,4243,4793
2025-01-25,14,549,4242,4791
2025-01-25,15,551,4154,4705
2025-01-25,16,539,4091,4630
2025-01-25,17,401,3779,4180
2025-01-25,18,405,3449,3854
2025-01-25,19,375,2882,3257
2025-01-25,20,260,2123,2383
2025-01-25,21,251,1810,2061
2025-01-25,22,220,1447,1667
2025-01-25,23,250,1448,1698
2025-01-26,0,189,1149,1338
2025-01-26,1,151,715,866
2025-01-26,2,112,503,615
2025-01-26,3,63,327,390
2025-01-26,4,50,203,253
2025-01-26,5,36,192,228
2025-01-26,6,71,474,545
2025-01-26,7,126,971,1097
2025-01-26,8,159,1527,1686
2025-01-26,9,280,2575,2855
2025-01-26,10,429,3471,3900
2025-01-26,11,578,4133,4711
2025-01-26,12,648,4611,5259
2025-01-26,13,741,4839,5580
2025-01-26,14,978,5576,6554
2025-01-26,15,882,5242,6124
2025-01-26,16,689,4544,5233
2025-01-26,17,523,4114,4637
2025-01-26,18,462,3978,4440
2025-01-26,19,359,2781,3140
2025-01-26,20,247,2128,2375
2025-01-26,21,216,1602,1818
2025-01-26,22,246,1643,1889
2025-01-26,23,165,856,1021
2025-01-27,0,85,457,542
2025-01-27,1,47,218,265
2025-01-27,2,22,108,130
2025-01-27,3,21,121,142
2025-01-27,4,20,169,189
2025-01-27,5,51,780,831
2025-01-27,6,139,2266,2405
2025-01-27,7,263,4490,4753
2025-01-27,8,369,6934,7303
2025-01-27,9,309,4600,4909
2025-01-27,10,250,2777,3027
2025-01-27,11,277,2841,3118
2025-01-27,12,288,3146,3434
2025-01-27,13,370,3482,3852
2025-01-27,14,389,3883,4272
2025-01-27,15,420,4245,4665
2025-01-27,16,472,5492,5964
2025-01-27,17,576,7524,8100
2025-01-27,18,517,7161,7678
2025-01-27,19,366,4899,5265
2025-01-27,20,304,3439,3743
2025-01-27,21,203,2442,2645
2025-01-27,22,161,1629,1790
2025-01-27,23,125,922,1047
2025-01-28,0,84,494,578
2025-01-28,1,36,226,262
2025-01-28,2,12,142,154
2025-01-28,3,23,95,118
2025-01-28,4,25,194,219
2025-01-28,5,77,872,949
2025-01-28,6,169,2496,2665
2025-01-28,7,310,5400,5710
2025-01-28,8,476,8649,9125
2025-01-28,9,354,5519,5873
2025-01-28,10,297,3321,3618
2025-01-28,11,289,3075,3364
2025-01-28,12,298,3314,3612
2025-01-28,13,330,3537,3867
2025-01-28,14,420,4059,4479
2025-01-28,15,459,4739,5198
2025-01-28,16,495,5941,6436
2025-01-28,17,641,8475,9116
2025-01-28,18,546,7686,8232
2025-01-28,19,449,5434,5883
2025-01-28,20,353,3730,4083
2025-01-28,21,245,2772,3017
2025-01-28,22,190,1966,2156
2025-01-28,23,150,1240,1390
2025-01-29,0,116,661,777
2025-01-29,1,55,296,351
2025-01-29,2,47,171,218
2025-01-29,3,18,106,124
2025-01-29,4,37,214,251
2025-01-29,5,66,850,916
2025-01-29,6,142,2507,2649
2025-01-29,7,306,4695,5001
2025-01-29,8,456,7691,8147
2025-01-29,9,375,5890,6265
2025-01-29,10,368,3727,4095
2025-01-29,11,388,3539,3927
2025-01-29,12,453,3866,4319
2025-01-29,13,533,4149,4682
2025-01-29,14,552,4247,4799
2025-01-29,15,591,4645,5236
2025-01-29,16,613,5844,6457
2025-01-29,17,760,8601,9361
2025-01-29,18,667,7926,8593
2025-01-29,19,451,5530,5981
2025-01-29,20,314,3560,3874
2025-01-29,21,250,2636,2886
2025-01-29,22,208,1928,2136
2025-01-29,23,144,1099,1243
2025-01-30,0,86,539,625
2025-01-30,1,50,219,269
2025-01-30,2,31,165,196
2025-01-30,3,22,131,153
2025-01-30,4,33,207,240
2025-01-30,5,51,787,838
2025-01-30,6,152,2360,2512
2025-01-30,7,326,5058,5384
2025-01-30,8,457,7813,8270
2025-01-30,9,343,5333,5676
2025-01-30,10,281,3360,3641
2025-01-30,11,287,2890,3177
2025-01-30,12,336,3350,3686
2025-01-30,13,329,3552,3881
2025-01-30,14,420,4166,4586
2025-01-30,15,529,4724,5253
2025-01-30,16,540,5670,6210
2025-01-30,17,585,7925,8510
2025-01-30,18,598,7342,7940
2025-01-30,19,451,5206,5657
2025-01-30,20,357,3678,4035
2025-01-30,21,257,2637,2894
2025-01-30,22,238,2124,2362
2025-01-30,23,212,1421,1633
2025-01-31,0,137,775,912
2025-01-31,1,95,442,537
2025-01-31,2,50,290,340
2025-01-31,3,38,184,222
2025-01-31,4,37,214,251
2025-01-31,5,51,593,644
2025-01-31,6,129,1729,1858
2025-01-31,7,306,4136,4442
2025-01-31,8,341,4812,5153
2025-01-31,9,332,4288,4620
2025-01-31,10,292,3262,3554
2025-01-31,11,397,3327,3724
2025-01-31,12,454,3865,4319
2025-01-31,13,544,3997,4541
2025-01-31,14,547,4392,4939
2025-01-31,15,497,4375,4872
2025-01-31,16,564,4977,5541
2025-01-31,17,315,3656,3971
2025-01-31,18,294,3495,3789
2025-01-31,19,312,3043,3355
2025-01-31,20,263,2493,2756
2025-01-31,21,202,1706,1908
2025-01-31,22,178,1302,1480
2025-01-31,23,218,1436,1654
2025-02-01,0,288,1247,1535
2025-02-01,1,210,861,1071
2025-02-01,2,164,601,765
2025-02-01,3,117,374,491
2025-02-01,4,63,272,335
2025-02-01,5,59,307,366
2025-02-01,6,83,578,661
2025-02-01,7,153,1168,1321
2025-02-01,8,264,2187,2451
2025-02-01,9,426,3240,3666
2025-02-01,10,661,3968,4629
2025-02-01,11,745,4626,5371
2025-02-01,12,767,5132,5899
2025-02-01,13,887,5211,6098
2025-02-01,14,886,5109,5995
2025-02-01,15,947,4881,5828
2025-02-01,16,785,4688,5473
2025-02-01,17,551,4228,4779
2025-02-01,18,473,3764,4237
2025-02-01,19,420,3181,3601
2025-02-01,20,289,2161,2450
2025-02-01,21,215,1711,1926
2025-02-01,22,221,1418,1639
2025-02-01,23,260,1357,1617
2025-02-02,0,191,998,1189
2025-02-02,1,99,624,723
2025-02-02,2,72,427,499
2025-02-02,3,47,243,290
2025-02-02,4,40,166,206
2025-02-02,5,30,190,220
2025-02-02,6,58,447,505
2025-02-02,7,99,888,987
2025-02-02,8,159,1362,1521
2025-02-02,9,258,2330,2588
2025-02-02,10,399,3037,3436
2025-02-02,11,442,3728,4170
2025-02-02,12,520,3864,4384
2025-02-02,13,511,3980,4491
2025-02-02,14,555,4092,4647
2025-02-02,15,521,3964,4485
2025-02-02,16,515,3952,4467
2025-02-02,17,404,3430,3834
2025-02-02,18,327,2888,3215
2025-02-02,19,177,1862,2039
2025-02-02,20,125,1148,1273
2025-02-02,21,80,812,892
2025-02-02,22,68,591,659
2025-02-02,23,61,492,553
2025-02-03,0,59,342,401
2025-02-03,1,32,147,179
2025-02-03,2,21,117,138
2025-02-03,3,10,79,89
2025-02-03,4,25,180,205
2025-02-03,5,60,712,772
2025-02-03,6,141,1997,2138
2025-02-03,7,246,4397,4643
2025-02-03,8,318,6742,7060
2025-02-03,9,280,4703,4983
2025-02-03,10,234,2838,3072
2025-02-03,11,303,2742,3045
2025-02-03,12,322,3088,3410
2025-02-03,13,379,3521,3900
2025-02-03,14,489,4236,4725
2025-02-03,15,593,5242,5835
2025-02-03,16,608,6315,6923
2025-02-03,17,711,8508,9219
2025-02-03,18,614,7839,8453
2025-02-03,19,458,5504,5962
2025-02-03,20,351,3916,4267
2025-02-03,21,258,2771,3029
2025-02-03,22,252,1966,2218
2025-02-03,23,173,1165,1338
2025-02-04,0,120,559,679
2025-02-04,1,62,235,297
2025-02-04,2,34,178,212
